"sales_person","country","product","sale_date","amount","boxes_shipped","amount_numeric","sale_date_actual"
"Jan Morforth","Canada","Mint Chip Choco","01/04/2024","$1,200.19",224,"1200.19","2024-04-01"
"Camilla Castle","Canada","70% Dark Bites","27/07/2024","$10,791.08",166,"10791.08","2024-07-27"
"Ches Bonnell","India","Peanut Butter Cubes","27/01/2024","$26,170.95",224,"26170.95","2024-01-27"
"Jan Morforth","India","Choco Coated Almonds","12/08/2024","$2,987.81",136,"2987.81","2024-08-12"
"Gigi Bohling","Canada","Almond Choco","01/02/2024","$11,705.99",47,"11705.99","2024-02-01"
"Rafaelita Blaksland","India","After Nines","02/03/2024","$5,256.03",201,"5256.03","2024-03-02"
"Kelci Walkden","Australia","99% Dark & Pure","30/06/2024","$3,794.10",36,"3794.10","2024-06-30"
"Dotty Strutley","Australia","Spicy Special Slims","17/01/2024","$9,655.30",97,"9655.30","2024-01-17"
"Brien Boise","USA","Milk Bars","07/07/2024","$16,001.54",133,"16001.54","2024-07-07"
"Mallorie Waber","New Zealand","Mint Chip Choco","31/01/2024","$1,386.10",104,"1386.10","2024-01-31"
"Beverie Moffet","UK","99% Dark & Pure","10/08/2024","$3,821.76",122,"3821.76","2024-08-10"
"Beverie Moffet","USA","Peanut Butter Cubes","18/08/2024","$15,722.43",351,"15722.43","2024-08-18"
"Brien Boise","New Zealand","White Choc","15/06/2024","$6,287.25",340,"6287.25","2024-06-15"
"Marney O'Breen","USA","Baker's Choco Chips","26/01/2024","$9,831.97",9,"9831.97","2024-01-26"
"Kelci Walkden","USA","Spicy Special Slims","29/04/2024","$90.36",73,"90.36","2024-04-29"
"Mallorie Waber","Canada","White Choc","03/03/2024","$3,799.50",71,"3799.50","2024-03-03"
"Kaine Padly","Australia","Almond Choco","22/02/2024","$4,674.20",422,"4674.20","2024-02-22"
"Oby Sorrel","USA","Smooth Sliky Salty","04/03/2024","$4,011.83",169,"4011.83","2024-03-04"
"Dennison Crosswaite","India","Smooth Sliky Salty","07/07/2024","$3,429.85",9,"3429.85","2024-07-07"
"Camilla Castle","New Zealand","Caramel Stuffed Bars","17/06/2024","$4,920.68",380,"4920.68","2024-06-17"
"Jan Morforth","Canada","Caramel Stuffed Bars","02/08/2024","$10,049.72",118,"10049.72","2024-08-02"
"Oby Sorrel","USA","Baker's Choco Chips","12/08/2024","$8,485.10",120,"8485.10","2024-08-12"
"Madelene Upcott","New Zealand","Peanut Butter Cubes","28/01/2024","$6,030.31",351,"6030.31","2024-01-28"
"Kelci Walkden","Australia","Orange Choco","29/04/2024","$13,331.77",443,"13331.77","2024-04-29"
"Marney O'Breen","Australia","Manuka Honey Choco","05/04/2024","$15,245.95",233,"15245.95","2024-04-05"
"Kaine Padly","Canada","Manuka Honey Choco","18/01/2024","$11,618.55",133,"11618.55","2024-01-18"
"Jehu Rudeforth","UK","Baker's Choco Chips","16/05/2024","$2,629.59",98,"2629.59","2024-05-16"
"Kelci Walkden","Australia","White Choc","24/08/2024","$10,089.49",168,"10089.49","2024-08-24"
"Curtice Advani","India","85% Dark Bars","18/01/2024","$308.24",402,"308.24","2024-01-18"
"Kaine Padly","USA","Eclairs","22/08/2024","$7,978.76",10,"7978.76","2024-08-22"
"Gunar Cockshoot","UK","99% Dark & Pure","07/03/2024","$8.16",84,"8.16","2024-03-07"
"Beverie Moffet","UK","Choco Coated Almonds","04/03/2024","$3,303.13",73,"3303.13","2024-03-04"
"Dotty Strutley","Canada","Manuka Honey Choco","22/04/2024","$13,959.74",113,"13959.74","2024-04-22"
"Kaine Padly","Australia","Milk Bars","09/06/2024","$4,251.42",91,"4251.42","2024-06-09"
"Jan Morforth","Canada","Fruit & Nut Bars","25/07/2024","$9,885.53",217,"9885.53","2024-07-25"
"Jan Morforth","India","Smooth Sliky Salty","03/08/2024","$12,864.47",93,"12864.47","2024-08-03"
"Rafaelita Blaksland","Australia","Manuka Honey Choco","03/08/2024","$5,245.60",144,"5245.60","2024-08-03"
"Jehu Rudeforth","UK","Milk Bars","03/05/2024","$14,345.50",219,"14345.50","2024-05-03"
"Husein Augar","Canada","After Nines","19/01/2024","$11,462.19",288,"11462.19","2024-01-19"
"Roddy Speechley","USA","50% Dark Bites","11/02/2024","$11,667.94",306,"11667.94","2024-02-11"
"Van Tuxwell","India","Almond Choco","14/06/2024","$7,455.17",383,"7455.17","2024-06-14"
"Kelci Walkden","USA","50% Dark Bites","23/03/2024","$7,203.64",234,"7203.64","2024-03-23"
"Madelene Upcott","Canada","85% Dark Bars","17/02/2024","$8,081.58",105,"8081.58","2024-02-17"
"Dennison Crosswaite","Canada","Smooth Sliky Salty","17/03/2024","$2,055.40",485,"2055.40","2024-03-17"
"Mallorie Waber","Australia","Spicy Special Slims","29/06/2024","$6,476.09",304,"6476.09","2024-06-29"
"Ches Bonnell","Canada","Choco Coated Almonds","24/08/2024","$17,490.08",289,"17490.08","2024-08-24"
"Gigi Bohling","Canada","Spicy Special Slims","04/07/2024","$13,644.00",281,"13644.00","2024-07-04"
"Roddy Speechley","New Zealand","Almond Choco","28/03/2024","$2,930.46",70,"2930.46","2024-03-28"
"Curtice Advani","India","Smooth Sliky Salty","19/04/2024","$22,717.09",143,"22717.09","2024-04-19"
"Ches Bonnell","New Zealand","Mint Chip Choco","18/01/2024","$9,471.72",248,"9471.72","2024-01-18"
"Van Tuxwell","New Zealand","Fruit & Nut Bars","17/01/2024","$3,400.47",92,"3400.47","2024-01-17"
"Andria Kimpton","New Zealand","Mint Chip Choco","15/02/2024","$10,696.21",201,"10696.21","2024-02-15"
"Andria Kimpton","UK","Milk Bars","11/02/2024","$17,101.67",307,"17101.67","2024-02-11"
"Camilla Castle","USA","Manuka Honey Choco","21/03/2024","$18,936.88",180,"18936.88","2024-03-21"
"Gunar Cockshoot","New Zealand","Almond Choco","05/01/2024","$6,015.37",136,"6015.37","2024-01-05"
"Brien Boise","India","Raspberry Choco","30/05/2024","$7,623.58",162,"7623.58","2024-05-30"
"Jehu Rudeforth","USA","99% Dark & Pure","04/01/2024","$2,996.83",227,"2996.83","2024-01-04"
"Beverie Moffet","Australia","Fruit & Nut Bars","22/04/2024","$1,718.97",260,"1718.97","2024-04-22"
"Gigi Bohling","Canada","Milk Bars","10/02/2024","$3,523.33",114,"3523.33","2024-02-10"
"Dotty Strutley","India","Spicy Special Slims","12/08/2024","$1,092.36",209,"1092.36","2024-08-12"
"Gunar Cockshoot","USA","Organic Choco Syrup","10/08/2024","$2,495.71",310,"2495.71","2024-08-10"
"Kelci Walkden","Australia","Raspberry Choco","07/06/2024","$813.41",58,"813.41","2024-06-07"
"Jehu Rudeforth","India","Baker's Choco Chips","06/06/2024","$2,489.06",81,"2489.06","2024-06-06"
"Karlen McCaffrey","New Zealand","Baker's Choco Chips","05/04/2024","$5,701.35",201,"5701.35","2024-04-05"
"Wilone O'Kielt","USA","50% Dark Bites","18/04/2024","$5,084.32",126,"5084.32","2024-04-18"
"Andria Kimpton","India","50% Dark Bites","31/01/2024","$15,789.48",16,"15789.48","2024-01-31"
"Madelene Upcott","USA","Baker's Choco Chips","22/08/2024","$6,541.75",141,"6541.75","2024-08-22"
"Jehu Rudeforth","Australia","99% Dark & Pure","25/02/2024","$11,409.11",217,"11409.11","2024-02-25"
"Jan Morforth","Australia","Mint Chip Choco","22/02/2024","$19,258.41",99,"19258.41","2024-02-22"
"Oby Sorrel","New Zealand","Milk Bars","12/01/2024","$5,074.86",201,"5074.86","2024-01-12"
"Brien Boise","UK","Almond Choco","25/05/2024","$115.90",120,"115.90","2024-05-25"
"Kelci Walkden","India","Smooth Sliky Salty","01/02/2024","$2,797.19",9,"2797.19","2024-02-01"
"Rafaelita Blaksland","UK","Eclairs","27/04/2024","$1,608.04",75,"1608.04","2024-04-27"
"Gigi Bohling","USA","Smooth Sliky Salty","22/07/2024","$2,960.99",133,"2960.99","2024-07-22"
"Curtice Advani","New Zealand","Mint Chip Choco","26/01/2024","$3,703.51",260,"3703.51","2024-01-26"
"Curtice Advani","USA","Mint Chip Choco","24/08/2024","$5,679.57",285,"5679.57","2024-08-24"
"Madelene Upcott","New Zealand","Fruit & Nut Bars","18/01/2024","$6,764.17",20,"6764.17","2024-01-18"
"Karlen McCaffrey","India","85% Dark Bars","30/03/2024","$1,108.85",87,"1108.85","2024-03-30"
"Ches Bonnell","Australia","Caramel Stuffed Bars","17/01/2024","$9,477.32",160,"9477.32","2024-01-17"
"Kelci Walkden","USA","Fruit & Nut Bars","17/02/2024","$5,301.93",155,"5301.93","2024-02-17"
"Kelci Walkden","Canada","Peanut Butter Cubes","08/04/2024","$8,041.25",43,"8041.25","2024-04-08"
"Gigi Bohling","Canada","Drinking Coco","06/07/2024","$3,716.17",89,"3716.17","2024-07-06"
"Husein Augar","India","Fruit & Nut Bars","04/04/2024","$4,591.77",222,"4591.77","2024-04-04"
"Jan Morforth","New Zealand","Organic Choco Syrup","02/03/2024","$1,928.33",217,"1928.33","2024-03-02"
"Gigi Bohling","New Zealand","Raspberry Choco","09/08/2024","$1,225.12",186,"1225.12","2024-08-09"
"Dennison Crosswaite","Australia","Milk Bars","09/06/2024","$11,326.55",296,"11326.55","2024-06-09"
"Ches Bonnell","UK","Caramel Stuffed Bars","02/06/2024","$3,063.08",301,"3063.08","2024-06-02"
"Van Tuxwell","USA","Fruit & Nut Bars","05/07/2024","$7,093.33",233,"7093.33","2024-07-05"
"Andria Kimpton","Canada","Eclairs","11/08/2024","$337.37",120,"337.37","2024-08-11"
"Madelene Upcott","India","Choco Coated Almonds","11/02/2024","$3,764.59",158,"3764.59","2024-02-11"
"Kelci Walkden","New Zealand","Spicy Special Slims","11/08/2024","$695.32",68,"695.32","2024-08-11"
"Roddy Speechley","Australia","Drinking Coco","12/05/2024","$14,609.99",111,"14609.99","2024-05-12"
"Wilone O'Kielt","USA","Milk Bars","15/07/2024","$5,298.68",96,"5298.68","2024-07-15"
"Andria Kimpton","India","Organic Choco Syrup","18/01/2024","$4,552.30",132,"4552.30","2024-01-18"
"Madelene Upcott","UK","Fruit & Nut Bars","05/01/2024","$9,099.26",199,"9099.26","2024-01-05"
"Curtice Advani","Australia","50% Dark Bites","29/06/2024","$603.97",239,"603.97","2024-06-29"
"Brien Boise","Canada","Raspberry Choco","14/06/2024","$3,172.23",46,"3172.23","2024-06-14"
"Gunar Cockshoot","India","Mint Chip Choco","08/08/2024","$4,737.32",74,"4737.32","2024-08-08"
"Dennison Crosswaite","India","Mint Chip Choco","23/03/2024","$15,201.56",142,"15201.56","2024-03-23"
"Barr Faughny","India","Caramel Stuffed Bars","04/01/2024","$7,912.62",106,"7912.62","2024-01-04"
"Brien Boise","India","Milk Bars","22/02/2024","$14,190.78",269,"14190.78","2024-02-22"
"Beverie Moffet","UK","Spicy Special Slims","17/02/2024","$9,327.08",259,"9327.08","2024-02-17"
"Barr Faughny","USA","Almond Choco","03/02/2024","$434.42",83,"434.42","2024-02-03"
"Van Tuxwell","Canada","Raspberry Choco","17/03/2024","$1,497.58",132,"1497.58","2024-03-17"
"Wilone O'Kielt","Australia","Baker's Choco Chips","25/01/2024","$3,124.74",155,"3124.74","2024-01-25"
"Brien Boise","Australia","Milk Bars","27/07/2024","$2,356.21",54,"2356.21","2024-07-27"
"Husein Augar","Australia","Fruit & Nut Bars","28/01/2024","$8,548.00",55,"8548.00","2024-01-28"
"Jehu Rudeforth","UK","Mint Chip Choco","04/01/2022","$5,320.00",180,"5320.00","2022-01-04"
"Van Tuxwell","India","85% Dark Bars","01/08/2022","$7,896.00",94,"7896.00","2022-08-01"
"Gigi Bohling","India","Peanut Butter Cubes","07/07/2022","$4,501.00",91,"4501.00","2022-07-07"
"Jan Morforth","Australia","Peanut Butter Cubes","27/04/2022","$12,726.00",342,"12726.00","2022-04-27"
"Jehu Rudeforth","UK","Peanut Butter Cubes","24/02/2022","$13,685.00",184,"13685.00","2022-02-24"
"Van Tuxwell","India","Smooth Sliky Salty","06/06/2022","$5,376.00",38,"5376.00","2022-06-06"
"Oby Sorrel","UK","99% Dark & Pure","25/01/2022","$13,685.00",176,"13685.00","2022-01-25"
"Gunar Cockshoot","Australia","After Nines","24/03/2022","$3,080.00",73,"3080.00","2022-03-24"
"Madelene Upcott","Australia","Organic Choco Syrup","05/07/2024","$12,094.34",52,"12094.34","2024-07-05"
"Van Tuxwell","India","White Choc","15/03/2024","$2,119.42",46,"2119.42","2024-03-15"
"Gunar Cockshoot","Canada","After Nines","04/08/2024","$3,038.32",220,"3038.32","2024-08-04"
"Jan Morforth","USA","Fruit & Nut Bars","27/06/2024","$5,187.72",382,"5187.72","2024-06-27"
"Jan Morforth","Canada","After Nines","13/07/2024","$5,384.52",180,"5384.52","2024-07-13"
"Barr Faughny","New Zealand","Manuka Honey Choco","24/02/2024","$6,575.07",249,"6575.07","2024-02-24"
"Karlen McCaffrey","New Zealand","85% Dark Bars","28/06/2024","$6,350.37",59,"6350.37","2024-06-28"
"Oby Sorrel","Australia","85% Dark Bars","30/06/2024","$7,488.06",28,"7488.06","2024-06-30"
"Curtice Advani","Canada","Choco Coated Almonds","18/08/2024","$6,997.57",7,"6997.57","2024-08-18"
"Kaine Padly","India","70% Dark Bites","24/01/2024","$13,081.57",324,"13081.57","2024-01-24"
"Beverie Moffet","USA","White Choc","11/03/2024","$5,964.72",136,"5964.72","2024-03-11"
"Ches Bonnell","New Zealand","After Nines","23/06/2024","$6,651.11",377,"6651.11","2024-06-23"
"Husein Augar","India","Spicy Special Slims","22/08/2024","$2,606.11",31,"2606.11","2024-08-22"
"Gunar Cockshoot","Canada","50% Dark Bites","04/01/2024","$3,615.98",24,"3615.98","2024-01-04"
"Curtice Advani","India","Milk Bars","05/04/2024","$3,658.27",210,"3658.27","2024-04-05"
"Beverie Moffet","India","Milk Bars","15/04/2024","$1,997.46",314,"1997.46","2024-04-15"
"Husein Augar","Australia","White Choc","11/05/2024","$3,618.67",213,"3618.67","2024-05-11"
"Andria Kimpton","Canada","Manuka Honey Choco","21/07/2024","$5,538.85",492,"5538.85","2024-07-21"
"Jan Morforth","New Zealand","Orange Choco","11/02/2024","$1,382.49",86,"1382.49","2024-02-11"
"Andria Kimpton","Canada","Smooth Sliky Salty","08/07/2024","$1,223.79",81,"1223.79","2024-07-08"
"Gunar Cockshoot","UK","Raspberry Choco","11/08/2024","$8,043.29",344,"8043.29","2024-08-11"
"Husein Augar","New Zealand","After Nines","04/08/2024","$6,878.47",7,"6878.47","2024-08-04"
"Andria Kimpton","New Zealand","Orange Choco","14/06/2024","$9,420.22",94,"9420.22","2024-06-14"
"Dennison Crosswaite","UK","Baker's Choco Chips","17/01/2024","$2,516.34",293,"2516.34","2024-01-17"
"Jehu Rudeforth","Canada","Orange Choco","23/06/2024","$4,334.75",529,"4334.75","2024-06-23"
"Jehu Rudeforth","UK","Smooth Sliky Salty","24/08/2024","$1,588.49",111,"1588.49","2024-08-24"
"Andria Kimpton","UK","Caramel Stuffed Bars","07/06/2024","$8,959.38",271,"8959.38","2024-06-07"
"Jan Morforth","UK","White Choc","22/06/2024","$9,409.06",46,"9409.06","2024-06-22"
"Dotty Strutley","USA","Fruit & Nut Bars","13/07/2024","$3,315.64",268,"3315.64","2024-07-13"
"Kelci Walkden","UK","Choco Coated Almonds","24/05/2024","$10,920.70",210,"10920.70","2024-05-24"
"Gunar Cockshoot","New Zealand","After Nines","09/08/2024","$7,605.55",154,"7605.55","2024-08-09"
"Kaine Padly","Canada","85% Dark Bars","06/04/2024","$1,859.96",33,"1859.96","2024-04-06"
"Jan Morforth","New Zealand","Manuka Honey Choco","28/07/2024","$1,743.87",259,"1743.87","2024-07-28"
"Gunar Cockshoot","New Zealand","Raspberry Choco","24/08/2024","$758.28",57,"758.28","2024-08-24"
"Van Tuxwell","Australia","99% Dark & Pure","17/01/2024","$125.37",138,"125.37","2024-01-17"
"Curtice Advani","USA","Drinking Coco","07/02/2024","$6,170.75",149,"6170.75","2024-02-07"
"Brien Boise","Australia","Spicy Special Slims","09/05/2024","$6,867.13",273,"6867.13","2024-05-09"
"Mallorie Waber","New Zealand","85% Dark Bars","06/06/2024","$8,775.45",113,"8775.45","2024-06-06"
"Wilone O'Kielt","USA","Choco Coated Almonds","06/06/2024","$10,422.84",6,"10422.84","2024-06-06"
"Beverie Moffet","New Zealand","Organic Choco Syrup","24/05/2024","$7,402.04",231,"7402.04","2024-05-24"
"Gunar Cockshoot","UK","50% Dark Bites","13/01/2024","$2,498.04",129,"2498.04","2024-01-13"
"Marney O'Breen","USA","Raspberry Choco","23/05/2024","$6,873.56",152,"6873.56","2024-05-23"
"Jehu Rudeforth","UK","White Choc","29/06/2024","$2,015.93",304,"2015.93","2024-06-29"
"Jehu Rudeforth","New Zealand","85% Dark Bars","11/03/2024","$8,077.51",95,"8077.51","2024-03-11"
"Dotty Strutley","USA","85% Dark Bars","25/04/2024","$11,149.46",538,"11149.46","2024-04-25"
"Rafaelita Blaksland","Australia","Smooth Sliky Salty","30/05/2024","$4,739.39",236,"4739.39","2024-05-30"
"Curtice Advani","India","Manuka Honey Choco","23/05/2024","$1,844.54",185,"1844.54","2024-05-23"
"Mallorie Waber","USA","Peanut Butter Cubes","23/05/2024","$1,263.98",19,"1263.98","2024-05-23"
"Van Tuxwell","Canada","Peanut Butter Cubes","24/06/2024","$7,527.84",306,"7527.84","2024-06-24"
"Kelci Walkden","New Zealand","Smooth Sliky Salty","11/03/2024","$12,265.45",268,"12265.45","2024-03-11"
"Rafaelita Blaksland","USA","Smooth Sliky Salty","27/07/2024","$17,662.05",230,"17662.05","2024-07-27"
"Rafaelita Blaksland","USA","White Choc","16/08/2024","$5,520.00",120,"5520.00","2024-08-16"
"Roddy Speechley","Canada","Smooth Sliky Salty","07/03/2024","$10,712.76",11,"10712.76","2024-03-07"
"Curtice Advani","New Zealand","After Nines","05/04/2024","$8,416.80",29,"8416.80","2024-04-05"
"Camilla Castle","India","85% Dark Bars","04/05/2024","$9,986.05",54,"9986.05","2024-05-04"
"Ches Bonnell","USA","Choco Coated Almonds","04/01/2024","$15,629.82",89,"15629.82","2024-01-04"
"Marney O'Breen","Australia","Baker's Choco Chips","13/01/2024","$6,224.33",100,"6224.33","2024-01-13"
"Wilone O'Kielt","New Zealand","Fruit & Nut Bars","11/07/2024","$7,736.85",95,"7736.85","2024-07-11"
"Kaine Padly","Australia","Mint Chip Choco","17/05/2024","$4,860.75",162,"4860.75","2024-05-17"
"Camilla Castle","New Zealand","Peanut Butter Cubes","21/07/2024","$1,754.64",62,"1754.64","2024-07-21"
"Brien Boise","UK","White Choc","12/04/2022","$5,299.00",167,"5299.00","2022-04-12"
"Kaine Padly","USA","Eclairs","22/08/2022","$7,623.00",10,"7623.00","2022-08-22"
"Curtice Advani","Canada","Organic Choco Syrup","22/02/2024","$897.13",24,"897.13","2024-02-22"
"Jan Morforth","India","99% Dark & Pure","23/05/2024","$10,607.29",182,"10607.29","2024-05-23"
"Rafaelita Blaksland","Canada","Drinking Coco","12/07/2024","$10,772.00",192,"10772.00","2024-07-12"
"Jan Morforth","UK","Orange Choco","15/06/2024","$4,116.96",203,"4116.96","2024-06-15"
"Barr Faughny","New Zealand","50% Dark Bites","23/06/2024","$5,185.36",321,"5185.36","2024-06-23"
"Curtice Advani","Australia","Eclairs","25/03/2024","$6,974.95",58,"6974.95","2024-03-25"
"Jan Morforth","India","Caramel Stuffed Bars","04/07/2024","$99.50",161,"99.50","2024-07-04"
"Andria Kimpton","UK","White Choc","12/05/2024","$10,203.47",109,"10203.47","2024-05-12"
"Camilla Castle","New Zealand","Raspberry Choco","04/04/2024","$5,081.52",148,"5081.52","2024-04-04"
"Madelene Upcott","Australia","Orange Choco","15/04/2024","$7,166.62",381,"7166.62","2024-04-15"
"Roddy Speechley","Canada","Eclairs","08/03/2024","$7,026.54",95,"7026.54","2024-03-08"
"Karlen McCaffrey","India","White Choc","17/01/2024","$8,265.32",251,"8265.32","2024-01-17"
"Wilone O'Kielt","India","Mint Chip Choco","22/08/2024","$1,516.19",53,"1516.19","2024-08-22"
"Andria Kimpton","UK","99% Dark & Pure","25/07/2024","$1,258.54",72,"1258.54","2024-07-25"
"Marney O'Breen","UK","50% Dark Bites","14/06/2024","$3,506.38",126,"3506.38","2024-06-14"
"Ches Bonnell","India","Choco Coated Almonds","05/04/2024","$10,969.00",83,"10969.00","2024-04-05"
"Madelene Upcott","UK","Raspberry Choco","26/08/2024","$8,442.19",347,"8442.19","2024-08-26"
"Wilone O'Kielt","Australia","50% Dark Bites","03/08/2024","$11,000.85",112,"11000.85","2024-08-03"
"Gigi Bohling","Canada","White Choc","11/07/2024","$6,987.59",4,"6987.59","2024-07-11"
"Wilone O'Kielt","New Zealand","Eclairs","11/03/2024","$3,735.00",21,"3735.00","2024-03-11"
"Brien Boise","UK","Peanut Butter Cubes","10/01/2024","$17,346.79",32,"17346.79","2024-01-10"
"Roddy Speechley","UK","Baker's Choco Chips","04/04/2024","$16,517.20",349,"16517.20","2024-04-04"
"Karlen McCaffrey","Australia","50% Dark Bites","17/01/2024","$7,642.94",778,"7642.94","2024-01-17"
"Marney O'Breen","New Zealand","Organic Choco Syrup","08/07/2024","$10,337.23",49,"10337.23","2024-07-08"
"Jan Morforth","UK","Organic Choco Syrup","12/04/2024","$1,367.24",384,"1367.24","2024-04-12"
"Rafaelita Blaksland","Canada","Fruit & Nut Bars","24/08/2024","$570.58",191,"570.58","2024-08-24"
"Ches Bonnell","UK","Choco Coated Almonds","07/06/2024","$2,012.27",259,"2012.27","2024-06-07"
"Gunar Cockshoot","Canada","Almond Choco","28/07/2024","$1,469.24",29,"1469.24","2024-07-28"
"Husein Augar","USA","99% Dark & Pure","21/02/2024","$10,020.18",113,"10020.18","2024-02-21"
"Dennison Crosswaite","Canada","Mint Chip Choco","08/04/2024","$1,914.65",304,"1914.65","2024-04-08"
"Brien Boise","UK","Manuka Honey Choco","28/06/2024","$73.91",101,"73.91","2024-06-28"
"Van Tuxwell","UK","Baker's Choco Chips","24/03/2024","$2,794.33",21,"2794.33","2024-03-24"
